User-ID,Location,Age,city,state,country
81227,"glasgow, , united kingdom",20,glasgow,,united kingdom
81249,"toronto, ontario, canada",,toronto,ontario,canada
81263,"shanghai, shanghai, china",17,shanghai,shanghai,china
81274,"london, england, united kingdom",28,london,england,united kingdom
81298,"savannah, georgia, usa",20,savannah,georgia,usa
81303,"waterloo, iowa, usa",26,waterloo,iowa,usa
81311,"anchorage, alaska, usa",42,anchorage,alaska,usa
81318,"cambridge, massachusetts, usa",25,cambridge,massachusetts,usa
81324,"coxsackie, new york, usa",,coxsackie,new york,usa
81332,"rochester, michigan, usa",,rochester,michigan,usa
81368,"mesa, arizona, usa",28,mesa,arizona,usa
81370,"noblesville, indiana, usa",35,noblesville,indiana,usa
81404,"olympia, washington, usa",50,olympia,washington,usa
81434,"boise, idaho, usa",,boise,idaho,usa
81456,"victoria, british columbia, canada",31,victoria,british columbia,canada
81459,"ofallon, missouri, usa",,ofallon,missouri,usa
81460,"sandpoint, idaho, usa",10,sandpoint,idaho,usa
81484,"tempe, arizona, usa",21,tempe,arizona,usa
81492,"san antonio, texas, usa",28,san antonio,texas,usa
81531,"olympia, washington, usa",,olympia,washington,usa
81560,"christchurch, canterbury, new zealand",,christchurch,canterbury,new zealand
81564,"silver spring, maryland, usa",,silver spring,maryland,usa
81597,"wichita, kansas, usa",,wichita,kansas,usa
81609,"carrollton, kentucky, usa",57,carrollton,kentucky,usa
81661,"santa rosa, ,",,santa rosa,,
81672,"york, pennsylvania, usa",,york,pennsylvania,usa
81682,"bluffton, south carolina,",36,bluffton,south carolina,
81771,"sacramento, california, usa",37,sacramento,california,usa
81781,"cheltenham, gloucestershire, united kingdom",,cheltenham,gloucestershire,united kingdom
81788,"adelaide, south australia, australia",49,adelaide,south australia,australia
81845,"preston, england, united kingdom",34,preston,england,united kingdom
81848,"springfield, illinois, usa",35,springfield,illinois,usa
81854,"palm bay, florida, usa",22,palm bay,florida,usa
81855,"horsham, west sussex, united kingdom",42,horsham,west sussex,united kingdom
81865,"edmonton, alberta, canada",27,edmonton,alberta,canada
81927,"cincinnati, ohio, usa",17,cincinnati,ohio,usa
81950,"wien, wien, austria",23,wien,wien,austria
81977,"minneapolis, minnesota, usa",34,minneapolis,minnesota,usa
82001,"west bolton, vermont, usa",,west bolton,vermont,usa
82080,"new york, new york, usa",44,new york,new york,usa
82123,"nashville, tennessee, usa",30,nashville,tennessee,usa
82164,"oshawa, ontario, canada",46,oshawa,ontario,canada
82171,"namur, namur, belgium",26,namur,namur,belgium
82192,"sydney, new south wales, australia",,sydney,new south wales,australia
82391,"villa park, illinois, usa",41,villa park,illinois,usa
82407,"washington, dc, usa",,washington,dc,usa
82431,"pacoima, california, usa",,pacoima,california,usa
82497,"yulee, florida, usa",47,yulee,florida,usa
82511,"firenze, toscana, italy",,firenze,toscana,italy
82578,"brighton, michigan, usa",,brighton,michigan,usa
82600,"elkhart, indiana, usa",58,elkhart,indiana,usa
82608,"chicago, illinois, usa",,chicago,illinois,usa
82609,"newmarket, england, united kingdom",,newmarket,england,united kingdom
82612,"edmonton, , canada",,edmonton,,canada
82659,"white bear township, minnesota, usa",51,white bear township,minnesota,usa
82673,"new port richey, florida, usa",23,new port richey,florida,usa
82678,"jacksonville, florida, usa",32,jacksonville,florida,usa
82699,"toronto, ontario, canada",32,toronto,ontario,canada
82795,"mariposa, california, usa",,mariposa,california,usa
82808,"erskineville, new south wales, australia",24,erskineville,new south wales,australia
82825,"alexandria, virginia, usa",38,alexandria,virginia,usa
82831,"nashville, tennessee, usa",21,nashville,tennessee,usa
82882,"lucky me, alaska, usa",27,lucky me,alaska,usa
82893,"san antonio, texas, usa",40,san antonio,texas,usa
82917,"middlesex, vermont, usa",,middlesex,vermont,usa
82926,"vista, california, usa",,vista,california,usa
82938,"port ludlow, washington, usa",,port ludlow,washington,usa
82939,"louisville, kentucky, usa",,louisville,kentucky,usa
82942,"lake forest, california, usa",,lake forest,california,usa
82955,"apex, north carolina, usa",,apex,north carolina,usa
82958,"hook, hampshire, united kingdom",,hook,hampshire,united kingdom
83034,"fairbanks, alaska, usa",,fairbanks,alaska,usa
83069,"beverley, east yorkshire, united kingdom",,beverley,east yorkshire,united kingdom
83092,"sylvania, ohio, usa",,sylvania,ohio,usa
83109,"montreal, quebec, canada",,montreal,quebec,canada
83110,"wilmington, north carolina, usa",45,wilmington,north carolina,usa
83156,"richmond, virginia, usa",59,richmond,virginia,usa
83166,"iowa city, iowa, usa",44,iowa city,iowa,usa
83178,"austin, texas, usa",52,austin,texas,usa
83186,"norfolk, virginia, usa",,norfolk,virginia,usa
83214,"charlotte, north carolina, usa",,charlotte,north carolina,usa
83235,"alsip, illinois, usa",,alsip,illinois,usa
83239,"prince george, british columbia, canada",21,prince george,british columbia,canada
83251,"guelph, ontario, canada",26,guelph,ontario,canada
83252,"berkeley, california, usa",,berkeley,california,usa
83283,"charlotte, north carolina, usa",42,charlotte,north carolina,usa
83287,"tulsa, oklahoma, usa",45,tulsa,oklahoma,usa
83306,"new minas, nova scotia, canada",69,new minas,nova scotia,canada
83323,"denver, colorado, usa",,denver,colorado,usa
83382,"chapel hill, north carolina, usa",,chapel hill,north carolina,usa
83390,"leesburg, virginia, usa",,leesburg,virginia,usa
83431,"trenton, ontario, canada",35,trenton,ontario,canada
83467,"northridge, california, usa",60,northridge,california,usa
83496,"westfield, new jersey, usa",,westfield,new jersey,usa
83561,"edison, new jersey, usa",41,edison,new jersey,usa
83587,"paramount, california, usa",16,paramount,california,usa
83637,"raleigh, north carolina, usa",57,raleigh,north carolina,usa
83646,"covington, virginia, usa",34,covington,virginia,usa
83666,"boone, iowa, usa",33,boone,iowa,usa
83671,"iowa city, ,",52,iowa city,,
83707,"north dartmouth, massachusetts, usa",31,north dartmouth,massachusetts,usa
83743,"deal, england, united kingdom",30,deal,england,united kingdom
83754,"las vegas, nevada, usa",65,las vegas,nevada,usa
83775,"sunnyvale, california, usa",,sunnyvale,california,usa
83842,"famalicÃ£o, famalicÃ£o, portugal",,famalicÃ£o,famalicÃ£o,portugal
83971,"asheville, north carolina, usa",59,asheville,north carolina,usa
84024,"abilene, texas, usa",37,abilene,texas,usa
84033,"nova amÃ©rica, goiÃ¡s, brazil",20,nova amÃ©rica,goiÃ¡s,brazil
84109,"sydney, new south wales, australia",37,sydney,new south wales,australia
84111,"charlotte, north carolina, usa",36,charlotte,north carolina,usa
84146,"roermond, limburg, netherlands",37,roermond,limburg,netherlands
84174,"madison, wisconsin, usa",27,madison,wisconsin,usa
84178,"ypsilanti, michigan, usa",44,ypsilanti,michigan,usa
84191,"fulton, missouri,",,fulton,missouri,
84201,"philadelphia, pennsylvania, usa",39,philadelphia,pennsylvania,usa
84308,"arnhem, gelderland, netherlands",48,arnhem,gelderland,netherlands
84427,"ballwin, missouri, usa",58,ballwin,missouri,usa
84476,"sturgis, michigan, usa",16,sturgis,michigan,usa
84479,"philadelphia, pennsylvania, usa",25,philadelphia,pennsylvania,usa
84523,"apopka, ,",30,apopka,,
84527,"sterling, virginia, usa",38,sterling,virginia,usa
84537,"portland, oregon, usa",22,portland,oregon,usa
84627,"davidson, north carolina, usa",37,davidson,north carolina,usa
84671,"montney, british columbia, canada",43,montney,british columbia,canada
84715,"upland, indiana, usa",22,upland,indiana,usa
84716,"auckland, auckland,",44,auckland,auckland,
84727,"king george, virginia, usa",58,king george,virginia,usa
84729,"temple, georgia, usa",55,temple,georgia,usa
84795,"alpharetta, ,",,alpharetta,,
84820,"columbus, ohio, usa",,columbus,ohio,usa
84847,"vancouver, british columbia, canada",30,vancouver,british columbia,canada
84866,"st albans, england, united kingdom",,st albans,england,united kingdom
84880,"st louis, missouri, usa",,st louis,missouri,usa
84882,"woodstock, georgia, usa",,woodstock,georgia,usa
84897,"pleasanton, california, usa",,pleasanton,california,usa
84900,"hong kong, hong kong, hong kong",37,hong kong,hong kong,hong kong
84910,"chicago, illinois, usa",20,chicago,illinois,usa
85033,"toronto, ontario, canada",30,toronto,ontario,canada
85043,"charlottesville, virginia, usa",,charlottesville,virginia,usa
85093,"racine, wisconsin, usa",,racine,wisconsin,usa
85112,"toronto, ontario, canada",34,toronto,ontario,canada
85132,"littleton, new hampshire, usa",,littleton,new hampshire,usa
85161,"montreal, quebec, canada",24,montreal,quebec,canada
85212,"carrollton, texas, usa",,carrollton,texas,usa
85256,"trempealeau, wisconsin, usa",37,trempealeau,wisconsin,usa
85273,"cincinnati, ohio, usa",,cincinnati,ohio,usa
85367,"gloversville, new york, usa",17,gloversville,new york,usa
85419,"crawfordsville, indiana, usa",57,crawfordsville,indiana,usa
85426,"chisholm, minnesota, usa",23,chisholm,minnesota,usa
85433,"tÃ¼bingen, baden-wuerttemberg, germany",33,tÃ¼bingen,baden-wuerttemberg,germany
85455,"winona, minnesota, usa",,winona,minnesota,usa
85502,"orem, utah, usa",,orem,utah,usa
85510,"huber heights, ohio, usa",43,huber heights,ohio,usa
85526,"victoria, british columbia, canada",36,victoria,british columbia,canada
85534,"cleveland, ohio, usa",49,cleveland,ohio,usa
85554,"rosebud, south dakota, usa",,rosebud,south dakota,usa
85587,"hot springs, arkansas, usa",49,hot springs,arkansas,usa
85616,"san diego, california, usa",25,san diego,california,usa
85656,"cottage grove, oregon, usa",41,cottage grove,oregon,usa
85701,"savannah, georgia, usa",37,savannah,georgia,usa
85708,"chicago, illinois, usa",35,chicago,illinois,usa
85757,"pawtucket, rhode island, usa",40,pawtucket,rhode island,usa
85787,"baltimore, maryland, usa",21,baltimore,maryland,usa
85802,"memphis, tennessee, usa",,memphis,tennessee,usa
85851,"decatur, georgia, usa",41,decatur,georgia,usa
85872,"sydney, new south wales, australia",36,sydney,new south wales,australia
85875,"dublin, california, usa",30,dublin,california,usa
85894,"exeter, new hampshire, usa",41,exeter,new hampshire,usa
85905,"willow grove, pennsylvania, usa",,willow grove,pennsylvania,usa
85925,"dunkirk, new york, usa",,dunkirk,new york,usa
85962,"peterborough, ontario, canada",20,peterborough,ontario,canada
85984,"quispamsis, new brunswick, canada",56,quispamsis,new brunswick,canada
85992,"concord, california, usa",18,concord,california,usa
85993,"portland, oregon, usa",40,portland,oregon,usa
85999,"grand forks, north dakota, usa",,grand forks,north dakota,usa
86001,"ponoka, alberta, canada",31,ponoka,alberta,canada
86051,"freehold, new jersey, usa",,freehold,new jersey,usa
86093,"morgantown, west virginia, usa",25,morgantown,west virginia,usa
86107,"stockton, california, usa",,stockton,california,usa
86123,"peterborough, ontario, canada",,peterborough,ontario,canada
86134,"antioch, california, usa",,antioch,california,usa
86145,"alexandria, virginia, usa",45,alexandria,virginia,usa
86159,"mississauga, ontario, canada",35,mississauga,ontario,canada
86189,"tustin, california, usa",,tustin,california,usa
86202,"sydney, new south wales, australia",26,sydney,new south wales,australia
86242,"new york, new york, usa",24,new york,new york,usa
86243,"christchurch, canterbury, new zealand",,christchurch,canterbury,new zealand
86247,"san diego, california, usa",37,san diego,california,usa
86303,"denver, colorado, usa",31,denver,colorado,usa
86368,"honolulu, hawaii, usa",,honolulu,hawaii,usa
86392,"cornwall, prince edward island, canada",25,cornwall,prince edward island,canada
86408,"vista, california, usa",39,vista,california,usa
86418,"caseyville, illinois, usa",,caseyville,illinois,usa
86419,"san mateo, california, usa",48,san mateo,california,usa
86462,"markham, ontario, canada",29,markham,ontario,canada
86489,"toledo, ohio, usa",26,toledo,ohio,usa
86538,"cumming, georgia, usa",58,cumming,georgia,usa
86548,"ploiesti, prahova, romania",24,ploiesti,prahova,romania
86555,"nisswa, minnesota, usa",44,nisswa,minnesota,usa
86590,"london, england, united kingdom",29,london,england,united kingdom
86641,"rison, arkansas, usa",39,rison,arkansas,usa
86680,"conway, arkansas, usa",38,conway,arkansas,usa
86720,"calgary, alberta, canada",,calgary,alberta,canada
86792,"philadelphia, pennsylvania, usa",37,philadelphia,pennsylvania,usa
86835,"mercer island, ,",,mercer island,,
86906,"charlottesville, virginia, usa",26,charlottesville,virginia,usa
86928,"apex, north carolina, usa",32,apex,north carolina,usa
86931,"nunnelly, tennessee, usa",32,nunnelly,tennessee,usa
86947,"san antonio, texas, usa",71,san antonio,texas,usa
86959,"oklahoma city, oklahoma, usa",29,oklahoma city,oklahoma,usa
86965,"coldbrook, nova scotia, canada",35,coldbrook,nova scotia,canada
86969,"forest grove, oregon, usa",59,forest grove,oregon,usa
87037,"naples, florida, usa",,naples,florida,usa
87051,"colorado springs, colorado, usa",31,colorado springs,colorado,usa
87093,"vancouver, british columbia, canada",,vancouver,british columbia,canada
87108,"hendersonville, north carolina, usa",43,hendersonville,north carolina,usa
87141,"huntington beach, california, usa",,huntington beach,california,usa
87143,"whitehall, ohio, usa",53,whitehall,ohio,usa
87147,"d. c., washington, usa",47,d. c.,washington,usa
87155,"auburn hills, michigan, usa",23,auburn hills,michigan,usa
87257,"coeur d`alene, idaho, usa",,coeur d`alene,idaho,usa
87302,"pleasant hill, california, usa",58,pleasant hill,california,usa
87351,"hoboken, new jersey, usa",28,hoboken,new jersey,usa
87402,"ferguson, missouri, usa",,ferguson,missouri,usa
87403,"portland, oregon, usa",,portland,oregon,usa
87540,"saint cloud, minnesota, usa",52,saint cloud,minnesota,usa
87549,"tualatin, oregon, usa",,tualatin,oregon,usa
87555,"lexington, kentucky, usa",31,lexington,kentucky,usa
87579,"essex, connecticut, usa",38,essex,connecticut,usa
87607,"seattle, washington, usa",,seattle,washington,usa
87688,"nyc, new york, usa",35,nyc,new york,usa
87690,"blythewood, south carolina, usa",36,blythewood,south carolina,usa
87712,"yarmouth, nova scotia, canada",19,yarmouth,nova scotia,canada
87729,"figueira da foz, coimbra, portugal",24,figueira da foz,coimbra,portugal
87742,"valencia, valencia, spain",32,valencia,valencia,spain
87746,"wallingford, connecticut, usa",52,wallingford,connecticut,usa
87747,"victoria, british columbia, canada",23,victoria,british columbia,canada
87820,"aloha, oregon, usa",49,aloha,oregon,usa
87825,"cagliari, sardegna, italy",40,cagliari,sardegna,italy
87875,"seattle/tacoma, washington, usa",30,seattle/tacoma,washington,usa
87911,"new york, new york, usa",20,new york,new york,usa
87929,"portland, maine, usa",25,portland,maine,usa
87938,"n/a, n/a, malaysia",15,n/a,n/a,malaysia
87948,"huntsville, alabama, usa",54,huntsville,alabama,usa
87949,"gladewater, texas, usa",44,gladewater,texas,usa
87964,"toledo, ohio, usa",56,toledo,ohio,usa
87974,"fort worth, texas, usa",25,fort worth,texas,usa
88012,"peoria, illinois, usa",,peoria,illinois,usa
88029,"winnipeg, manitoba, canada",47,winnipeg,manitoba,canada
88050,"london, england, united kingdom",29,london,england,united kingdom
88066,"astoria, new york, usa",21,astoria,new york,usa
88116,"new berlin, wisconsin, usa",,new berlin,wisconsin,usa
88122,"jacksonville, north carolina, usa",30,jacksonville,north carolina,usa
88123,"norman, oklahoma, usa",53,norman,oklahoma,usa
88146,"stone mountain, georgia, usa",43,stone mountain,georgia,usa
88187,"edjewater park, new jersey, usa",36,edjewater park,new jersey,usa
88229,"thermopolis, wyoming, usa",44,thermopolis,wyoming,usa
88283,"hamburg, hamburg, germany",24,hamburg,hamburg,germany
88288,"bedford, massachusetts, usa",,bedford,massachusetts,usa
88330,"hendersonville, tennessee, usa",,hendersonville,tennessee,usa
88412,"toronto, ontario, canada",36,toronto,ontario,canada
88416,"arlington, ,",,arlington,,
88435,"quezon city, ncr, philippines",19,quezon city,ncr,philippines
88488,"camas, washington, usa",23,camas,washington,usa
88605,"anchorage, alaska, usa",,anchorage,alaska,usa
88606,"austin, texas, usa",41,austin,texas,usa
88620,"heemstede, noord-holland, netherlands",27,heemstede,noord-holland,netherlands
88652,"lanham, maryland, usa",83,lanham,maryland,usa
88668,"metairie, louisiana, usa",19,metairie,louisiana,usa
88677,"laval, quebec, canada",44,laval,quebec,canada
88686,"norristown, pennsylvania, usa",,norristown,pennsylvania,usa
88693,"shanghai, shanghai, china",30,shanghai,shanghai,china
88723,"new york, new york, usa",,new york,new york,usa
88729,"st. clair shores, michigan, usa",31,st. clair shores,michigan,usa
88733,"houston, texas, usa",,houston,texas,usa
88738,"harpers ferry, west virginia, usa",,harpers ferry,west virginia,usa
88767,"boonton, new jersey, usa",41,boonton,new jersey,usa
88768,"sydney, new south wales, australia",,sydney,new south wales,australia
88793,"arcata, california, usa",25,arcata,california,usa
88882,"adelaide, south australia, australia",29,adelaide,south australia,australia
88937,"cary, north carolina, usa",39,cary,north carolina,usa
88955,"cocoa, florida, usa",60,cocoa,florida,usa
88976,"mason, ohio, usa",43,mason,ohio,usa
88979,"griesheim, hessen, germany",44,griesheim,hessen,germany
88993,"calgary, alberta, canada",76,calgary,alberta,canada
89014,"surfside beach, south carolina, usa",,surfside beach,south carolina,usa
89057,"homer, illinois, usa",,homer,illinois,usa
89059,"woodstock, georgia, usa",62,woodstock,georgia,usa
89062,"columbus, ohio, usa",,columbus,ohio,usa
89093,"sydney, new south wales, australia",,sydney,new south wales,australia
89103,"bloomington, illinois, usa",,bloomington,illinois,usa
89134,"irving, texas, usa",39,irving,texas,usa
89179,"montevarchi, toscana, italy",31,montevarchi,toscana,italy
89192,"goor, alabama, netherlands",34,goor,alabama,netherlands
89207,"gateshead, england, united kingdom",26,gateshead,england,united kingdom
89276,"chicago, illinois, usa",,chicago,illinois,usa
89307,"santa rosa, california, usa",61,santa rosa,california,usa
89361,"cologne, , germany",25,cologne,,germany
89391,"wichita, kansas, usa",,wichita,kansas,usa
89470,"hollis, new hampshire, usa",,hollis,new hampshire,usa
89507,"pt.pleasant, new jersey, usa",30,pt.pleasant,new jersey,usa
89523,"sunnyvale, california, usa",,sunnyvale,california,usa
89551,"colorado springs, colorado, usa",29,colorado springs,colorado,usa
89602,"honolulu, hawaii, usa",,honolulu,hawaii,usa
89761,"bologna, emilia romagna, italy",54,bologna,emilia romagna,italy
89851,"warminster, pennsylvania, usa",,warminster,pennsylvania,usa
89852,"chambersburg, pennsylvania, usa",23,chambersburg,pennsylvania,usa
89867,"montreal, quebec, canada",28,montreal,quebec,canada
89869,"louisville, kentucky, usa",40,louisville,kentucky,usa
89874,"virginia beach, virginia, usa",33,virginia beach,virginia,usa
89913,"baltimore, maryland, usa",,baltimore,maryland,usa
90049,"victoria, british columbia, canada",30,victoria,british columbia,canada
90075,"athens, alabama, usa",57,athens,alabama,usa
90088,"albuquerque, new mexico, usa",28,albuquerque,new mexico,usa
90137,"norfolk, virginia, usa",40,norfolk,virginia,usa
90174,"springfield, missouri, usa",30,springfield,missouri,usa
90176,"pittsburgh, pennsylvania, usa",,pittsburgh,pennsylvania,usa
90192,"albuquerque, new mexico, usa",30,albuquerque,new mexico,usa
90198,"cornwall, new york,",34,cornwall,new york,
90232,"strasbourg, alsace, france",23,strasbourg,alsace,france
90259,"oak creek, colorado, usa",,oak creek,colorado,usa
90300,"bobcaygeon, ,",34,bobcaygeon,,
90320,"webberville, michigan, usa",36,webberville,michigan,usa
90322,"lakeland, minnesota, usa",,lakeland,minnesota,usa
90333,"louisville, kentucky, usa",30,louisville,kentucky,usa
90357,"colorado springs, colorado, usa",55,colorado springs,colorado,usa
90358,"springfield, missouri, usa",20,springfield,missouri,usa
90391,"queens, new york, usa",41,queens,new york,usa
90417,"rye, new hampshire, usa",40,rye,new hampshire,usa
90423,"gaithersburg, maryland, usa",50,gaithersburg,maryland,usa
90467,"memphis, tennessee, usa",,memphis,tennessee,usa
90471,"san diego, california, usa",31,san diego,california,usa
90517,"ft lauderdale, florida, usa",41,ft lauderdale,florida,usa
90614,"warren, michigan, usa",30,warren,michigan,usa
90616,"southfield, michigan, usa",,southfield,michigan,usa
90653,"evansville, indiana, usa",29,evansville,indiana,usa
90657,"rome, georgia, usa",,rome,georgia,usa
90694,"erfurt, thÃ¼ringen, germany",36,erfurt,thÃ¼ringen,germany
90726,"seattle, washington, usa",,seattle,washington,usa
90731,"ypsilanti, michigan, usa",29,ypsilanti,michigan,usa
90743,"olympia, washington, usa",18,olympia,washington,usa
90766,"rangoon, rangoon, burma",,rangoon,rangoon,burma
90776,"dearborn heights, michigan, usa",18,dearborn heights,michigan,usa
90784,"chicago, illinois, usa",,chicago,illinois,usa
90883,"sacramento, california, usa",36,sacramento,california,usa
90915,"raleigh, north carolina, united states",49,raleigh,north carolina,united states
91001,"greyton, western cape, south africa",,greyton,western cape,south africa
91002,"anytown, new york, usa",37,anytown,new york,usa
91017,"holtsville, ,",54,holtsville,,
91023,"brunswick, ohio, usa",35,brunswick,ohio,usa
91026,"maynooth, kildare, ireland",40,maynooth,kildare,ireland
91058,"blanco, texas, usa",63,blanco,texas,usa
91097,"millis, massachusetts, usa",52,millis,massachusetts,usa
91100,"upper marlboro, maryland, usa",33,upper marlboro,maryland,usa
91103,"casper, wyoming, usa",35,casper,wyoming,usa
91113,"chicago, illinois, usa",26,chicago,illinois,usa
91119,"infrontofmycomputer, wyoming, usa",41,infrontofmycomputer,wyoming,usa
91127,"dumas, texas, usa",,dumas,texas,usa
91130,"mcleansville, north carolina, usa",39,mcleansville,north carolina,usa
91164,"nyc, , usa",31,nyc,,usa
91165,"malvern, pennsylvania,",,malvern,pennsylvania,
91184,"kuala lumpur, kuala lumpur, malaysia",31,kuala lumpur,kuala lumpur,malaysia
91203,"glasgow, scotland, united kingdom",30,glasgow,scotland,united kingdom
91258,"north hollywood, california, usa",30,north hollywood,california,usa
91263,"mankato, minnesota, usa",24,mankato,minnesota,usa
91266,"corbin, kentucky,",,corbin,kentucky,
91281,"arlington, texas, usa",18,arlington,texas,usa
91342,"doha, doha, qatar",29,doha,doha,qatar
91405,"warner robins, georgia, usa",17,warner robins,georgia,usa
91423,"escalon, california, usa",45,escalon,california,usa
91425,"london, n/a, united kingdom",22,london,n/a,united kingdom
91448,"andover, kansas, usa",,andover,kansas,usa
91449,"farncombe, surrey, united kingdom",34,farncombe,surrey,united kingdom
91491,"rauma, satakunta, finland",26,rauma,satakunta,finland
91576,"peel, isle of man, united kingdom",31,peel,isle of man,united kingdom
91631,"new port richey, ,",,new port richey,,
91633,"french camp, california, usa",21,french camp,california,usa
91634,"pgh, pennsylvania, usa",,pgh,pennsylvania,usa
91647,"industry, pennsylvania, usa",49,industry,pennsylvania,usa
91685,"fort lauderdale, florida, usa",52,fort lauderdale,florida,usa
91745,"carson city, nevada, usa",32,carson city,nevada,usa
91761,"minneapolis, minnesota, usa",,minneapolis,minnesota,usa
91777,"new york, new york, usa",,new york,new york,usa
91832,"miami, florida, usa",,miami,florida,usa
91838,"asheville, north carolina, usa",,asheville,north carolina,usa
91931,"new westminster, british columbia, canada",40,new westminster,british columbia,canada
91937,"austin, texas, usa",,austin,texas,usa
91992,"livingston, new jersey, usa",,livingston,new jersey,usa
92048,"spokane, washington, usa",49,spokane,washington,usa
92132,"terre haute, indiana, usa",20,terre haute,indiana,usa
92152,"tampa, florida, usa",57,tampa,florida,usa
92156,"peoria, illinois, usa",,peoria,illinois,usa
92162,"auckland, auckland, new zealand",25,auckland,auckland,new zealand
92215,"lisbon, lisbon, portugal",23,lisbon,lisbon,portugal
92283,"stephens city, virginia, usa",,stephens city,virginia,usa
92299,"pacific grove, california, usa",32,pacific grove,california,usa
92316,"middleburg heights, ohio, usa",19,middleburg heights,ohio,usa
92346,"louisville, kentucky, usa",33,louisville,kentucky,usa
92390,"concord, north carolina, usa",,concord,north carolina,usa
92398,"battle creek, michigan, usa",,battle creek,michigan,usa
92405,"dortmund, nordrhein-westfalen, germany",26,dortmund,nordrhein-westfalen,germany
92477,"portland, oregon, usa",34,portland,oregon,usa
92498,"sydney, new south wales, australia",,sydney,new south wales,australia
92524,"chicago, illinois, usa",42,chicago,illinois,usa
92547,"baker city, oregon, usa",29,baker city,oregon,usa
92597,"milwaukee, wisconsin, usa",16,milwaukee,wisconsin,usa
92648,"fredericton, new brunswick, canada",41,fredericton,new brunswick,canada
92652,"saint john, new brunswick, canada",32,saint john,new brunswick,canada
92659,"burnley, victoria, australia",26,burnley,victoria,australia
92674,"chicago, illinois, usa",39,chicago,illinois,usa
92696,"pittsburgh, pennsylvania, usa",46,pittsburgh,pennsylvania,usa
92724,"woodburn, oregon, usa",35,woodburn,oregon,usa
92798,"eureka springs, arkansas, usa",,eureka springs,arkansas,usa
92804,"brooklyn park, minnesota, usa",45,brooklyn park,minnesota,usa
92810,"manistee, michigan, usa",60,manistee,michigan,usa
92853,"ely, england, united kingdom",,ely,england,united kingdom
92861,"vancouver, british columbia, canada",,vancouver,british columbia,canada
92887,"erdenheim, pennsylvania, usa",,erdenheim,pennsylvania,usa
92965,"seattle, washington, usa",,seattle,washington,usa
92979,"fairfield, california, usa",,fairfield,california,usa
93034,"london, england, united kingdom",45,london,england,united kingdom
93046,"fallon, nevada, usa",47,fallon,nevada,usa
93047,"nashua, new hampshire, usa",52,nashua,new hampshire,usa
93059,"algonquin, illinois, usa",,algonquin,illinois,usa
93085,"cedar rapids, iowa, usa",34,cedar rapids,iowa,usa
93092,"sherwood park, alberta, canada",22,sherwood park,alberta,canada
93114,"san diego, california, usa",43,san diego,california,usa
93116,"seville, ohio, usa",24,seville,ohio,usa
93130,"saskatoon, saskatchewan, canada",61,saskatoon,saskatchewan,canada
93147,"leeds, england, united kingdom",31,leeds,england,united kingdom
93179,"san diego, california, usa",,san diego,california,usa
93207,"windsor, ontario, canada",51,windsor,ontario,canada
93241,"woodland hills, california, usa",,woodland hills,california,usa
93267,"memphis, tennessee, usa",32,memphis,tennessee,usa
93269,"ottawa, ontario,",,ottawa,ontario,
93308,"west allis, wisconsin, usa",41,west allis,wisconsin,usa
93312,"tustin, california, usa",,tustin,california,usa
93335,"kalama, washington, usa",36,kalama,washington,usa
93355,"greenville, north carolina, usa",,greenville,north carolina,usa
93358,"glenside, rheinland-pfalz, usa",52,glenside,rheinland-pfalz,usa
93363,"farmington hills, michigan, usa",30,farmington hills,michigan,usa
93364,"calhoun, kentucky, usa",27,calhoun,kentucky,usa
93367,"frisco, texas, usa",,frisco,texas,usa
93377,"puerto vallarta, jalisco, mexico",,puerto vallarta,jalisco,mexico
93386,"skippack, ,",55,skippack,,
93397,"chicago, illinois, usa",44,chicago,illinois,usa
93421,"camp hill, pennsylvania, usa",,camp hill,pennsylvania,usa
93426,"plano, texas, usa",35,plano,texas,usa
93453,"palm desert, california, usa",,palm desert,california,usa
93482,"ottawa, ontario, canada",,ottawa,ontario,canada
93483,"hamden, connecticut, usa",32,hamden,connecticut,usa
93513,"innisfail, alberta, canada",,innisfail,alberta,canada
93518,"round rock, texas, usa",,round rock,texas,usa
93562,"rhinelander, wisconsin, usa",60,rhinelander,wisconsin,usa
93565,"tustin, ,",72,tustin,,
93629,"baton rouge, louisiana, usa",54,baton rouge,louisiana,usa
93631,"halifax, ,",26,halifax,,
93636,"toronto, ontario, canada",,toronto,ontario,canada
93643,"bergheim, texas, usa",,bergheim,texas,usa
93698,"halfmoon bay, british columbia, canada",70,halfmoon bay,british columbia,canada
93732,"san diego, california, usa",56,san diego,california,usa
93790,"charleston, south carolina, usa",,charleston,south carolina,usa
93791,"calgary, alberta, canada",,calgary,alberta,canada
93794,"saskatoon, ,",,saskatoon,,
93800,"mount vernon, washington, usa",52,mount vernon,washington,usa
93871,"seattle, washington, usa",,seattle,washington,usa
93872,"new york, new york, usa",21,new york,new york,usa
93968,"kanata, ontario, canada",,kanata,ontario,canada
93985,"jupiter, florida, usa",65,jupiter,florida,usa
94087,"north east, pennsylvania, usa",,north east,pennsylvania,usa
94094,"mpls, minnesota, usa",,mpls,minnesota,usa
94101,"zambrow, n/a, poland",21,zambrow,n/a,poland
94153,"glen rose, texas, usa",51,glen rose,texas,usa
94159,"brattleboro, vermont, usa",34,brattleboro,vermont,usa
94213,"esko, minnesota, usa",80,esko,minnesota,usa
